"week_ending","federal_provider_number","provider_name","provider_address","provider_city","provider_state","provider_zip_code","submitted_data","passed_quality_assurance","residents_weekly_admissions","residents_total_admissions","residents_weekly_confirmed","residents_total_confirmed","residents_weekly_suspected","residents_total_suspected","residents_weekly_all_deaths","residents_total_all_deaths","residents_weekly_covid_19","residents_total_covid_19","number_of_all_beds","total_number_of_occupied","resident_access_to_testing","laboratory_type_is_state","laboratory_type_is_private","laboratory_type_is_other","staff_weekly_confirmed_covid","staff_total_confirmed_covid","staff_weekly_suspected_covid","staff_total_suspected_covid","staff_weekly_covid_19_deaths","staff_total_covid_19_deaths","shortage_of_nursing_staff","shortage_of_clinical_staff","shortage_of_aides","shortage_of_other_staff","any_current_supply_of_n95","one_week_supply_of_n95_masks","any_current_supply_of_surgical","one_week_supply_of_surgical","any_current_supply_of_eye","one_week_supply_of_eye","any_current_supply_of_gowns","one_week_supply_of_gowns","any_current_supply_of_gloves","one_week_supply_of_gloves","any_current_supply_of_hand","one_week_supply_of_hand","ventilator_dependent_unit","number_of_ventilators_in","number_of_ventilators_in_1","any_current_supply_of","one_week_supply_of_ventilator","total_resident_confirmed_covid_19_cases_per_1_000_residents","total_resident_covid_19_deaths_per_1_000_residents","total_residents_covid_19_deaths_as_a_percentage_of_confirmed_covid_19_cases","geocoded_state","geolocation"
"2020-05-31T00:00:00.000","455691","SHANNON MEDICAL CENTER","2018 PULLIAM","SAN ANGELO","TX","76903","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-99.317341 31.447238)",
"2020-05-24T00:00:00.000","455705","THE MONTEVISTA AT CORONADO","1575 BELVIDERE","EL PASO","TX","79912","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-99.317341 31.447238)","POINT (-106.52151 31.856893)"
"2020-06-21T00:00:00.000","455798","BEDFORD WELLNESS & REHABILITATION","2001 FOREST RIDGE DR","BEDFORD","TX","76021","N",,"0","0","0","1","0","1","0","0","0","0","120","70",,,,,"0","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"14.3","0.0","0.0","POINT (-99.317341 31.447238)","POINT (-97.141854 32.841571)"
"2020-05-31T00:00:00.000","465101","HURRICANE HEALTH AND REHABILITATION","416 NORTH STATE STREET","HURRICANE","UT","84737","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-111.678222 39.323779)","POINT (-113.282741 37.182825)"
"2020-05-31T00:00:00.000","465167","STONEHENGE OF OREM","435 WEST CENTER STREET","OREM","UT","84057","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-111.678222 39.323779)","POINT (-111.70602900000002 40.29712700000001)"
"2020-05-31T00:00:00.000","465171","LEGACY VILLAGE REHABILITATION","3251 WEST 5400 SOUTH","TAYLORSVILLE","UT","84129","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-111.678222 39.323779)","POINT (-111.968888 40.653085)"
"2020-05-31T00:00:00.000","465175","MISSION AT COMMUNITY LIVING REHABILITATION CENTER","10 WEST 400 SOUTH","CENTERFIELD","UT","84622","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-111.678222 39.323779)","POINT (-111.821984 39.119065)"
"2020-06-21T00:00:00.000","475058","MENIG NURSING HOME","215 TOM WICKER LANE","RANDOLPH CENTER","VT","05061","N",,"0","0","0","0","0","0","0","0","0","0",,,,,,,"0","0","0","3","0","0",,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-72.662695 44.075252)","POINT (-72.608775 43.942958)"
"2020-06-21T00:00:00.000","495134","RIDGECREST MANOR NURSING & REHABILITATION","157  ROSS CARTER BOULEVARD","DUFFIELD","VA","24244","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-78.666382 37.510861)","POINT (-82.814134 36.714892)"
"2020-05-24T00:00:00.000","495214","AUGUSTA MEDICAL CTR SKILLED CA","78 MEDICAL CENTER DRIVE","FISHERSVILLE","VA","22939","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-78.666382 37.510861)","POINT (-78.988461 38.092332)"
"2020-06-21T00:00:00.000","495262","SHENANDOAH NURSING HOME","339 WESTMINISTER DRIVE","FISHERSVILLE","VA","22939","Y","Y","0","0","0","0","0","6","0","4","0","0","60","71","Y","Y","Y","N","0","0","0","4","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-78.666382 37.510861)","POINT (-78.968835 38.102778)"
"2020-06-14T00:00:00.000","495260","BEAUFONT HEALTH AND REHABILITATION CENTER","200 HIOAKS ROAD","RICHMOND","VA","23225","Y","Y","0","0","0","0","0","5","0","0","0","0","120","98","Y","Y","Y","Y","0","0","0","0","0","0","N","N","N","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-78.666382 37.510861)","POINT (-77.525322 37.506287)"
"2020-06-14T00:00:00.000","495262","SHENANDOAH NURSING HOME","339 WESTMINISTER DRIVE","FISHERSVILLE","VA","22939","Y","Y","0","0","0","0","1","6","1","4","0","0","60","74","Y","Y","Y","N","0","0","1","4","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-78.666382 37.510861)","POINT (-78.968835 38.102778)"
"2020-06-14T00:00:00.000","495261","HERITAGE HALL LEESBURG","122 MORVEN PARK ROAD NW","LEESBURG","VA","20176","Y","Y","2","2","9","64","5","92","5","20","4","13","164","106","Y","N","Y","N","2","42","6","22","0","0","Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"603.8","122.6","20.3","POINT (-78.666382 37.510861)","POINT (-77.572874 39.121625)"
"2020-06-21T00:00:00.000","495260","BEAUFONT HEALTH AND REHABILITATION CENTER","200 HIOAKS ROAD","RICHMOND","VA","23225","Y","Y","0","0","0","0","0","5","0","0","0","0","120","96","Y","Y","Y","Y","0","0","0","0","0","0","N","N","N","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-78.666382 37.510861)","POINT (-77.525322 37.506287)"
"2020-06-07T00:00:00.000","495262","SHENANDOAH NURSING HOME","339 WESTMINISTER DRIVE","FISHERSVILLE","VA","22939","Y","Y","0","0","0","0","1","5","0","3","0","0","60","74","Y","Y","Y","N","0","0","2","3","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-78.666382 37.510861)","POINT (-78.968835 38.102778)"
"2020-06-21T00:00:00.000","495261","HERITAGE HALL LEESBURG","122 MORVEN PARK ROAD NW","LEESBURG","VA","20176","Y","Y","1","3","4","68","4","96","0","20","0","13","164","105","Y","N","Y","N","1","43","4","26","0","0","Y","N","Y","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"647.6","123.8","19.1","POINT (-78.666382 37.510861)","POINT (-77.572874 39.121625)"
"2020-05-24T00:00:00.000","495261","HERITAGE HALL LEESBURG","122 MORVEN PARK ROAD NW","LEESBURG","VA","20176","Y","N","0","0","45","45","59","59","3","3","3","3","164","129","Y","N","Y","N","36","36","13","13","0","0","Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N",,,,,"348.8","23.3","6.7","POINT (-78.666382 37.510861)","POINT (-77.572874 39.121625)"
"2020-05-24T00:00:00.000","495274","VIRGINIA VETERANS CARE CENTER","4550 SHENANDOAH AVE N W","ROANOKE","VA","24017","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-78.666382 37.510861)","POINT (-80.01349 37.279248)"
"2020-05-24T00:00:00.000","495277","HERITAGE HALL NASSAWADOX","9468 HOSPITAL ROAD","NASSAWADOX","VA","23413","Y","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-78.666382 37.510861)",
"2020-05-31T00:00:00.000","495294","PULASKI HLTH & REHAB CNTR","2401 LEE HIGHWAY","PULASKI","VA","24301","Y","Y","0","0","0","0","0","0","0","1","0","0","0","83","Y","Y","Y","Y","0","0","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-78.666382 37.510861)","POINT (-80.758963 37.068884)"
"2020-05-24T00:00:00.000","495340","NEWPORT NEWS NURSING & REHAB","12997 NETTLES DRIVE","NEWPORT NEWS","VA","23602","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-78.666382 37.510861)","POINT (-76.506775 37.105141)"
"2020-06-14T00:00:00.000","495349","CARRINGTON PLACE AT WYTHEVILLE - BIRDMONT CENTER","990 HOLSTON RD","WYTHEVILLE","VA","24382","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-78.666382 37.510861)","POINT (-81.08731 36.964963)"
"2020-06-21T00:00:00.000","495365","MAPLE GROVE HEALTH CARE CENTER","POST OFFICE BOX 2409","LEBANON","VA","24266","Y","Y","0","0","0","0","0","0","0","5","0","0","60","49","Y","N","N","Y","0","0","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-78.666382 37.510861)",
"2020-05-31T00:00:00.000","505322","MANOR CARE HEALTH SERVICES-SPO","NORTH 6025 ASSEMBLY","SPOKANE","WA","99205","Y","Y","0","0","0","0","0","0","1","2","0","0","125","99","Y","N","Y","N","0","0","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-120.592492 47.411715)",
"2020-06-07T00:00:00.000","505367","WILLOW SPRINGS CARE AND REHABILITATION","4007 TIETON DRIVE","YAKIMA","WA","98908","Y","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-120.592492 47.411715)","POINT (-120.56323200000001 46.592682)"
"2020-05-31T00:00:00.000","505412","COLVILLE TRIBAL CONVALESCENT C","PO BOX 150","NESPELEM","WA","99155","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-120.592492 47.411715)",
"2020-06-07T00:00:00.000","505441","NORTH CENTRAL CARE CENTER","N 1812 WALL STREET","SPOKANE","WA","99205","N",,"0","0","0","0","0","0","0","0","0","0",,,,,,,"0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-120.592492 47.411715)",
"2020-06-14T00:00:00.000","515072","PINE RIDGE","300 MILLER ROAD","KINGWOOD","WV","26537","Y","Y","0","0","0","0","0","0","0","17","0","0","120","91","Y","N","Y","N","0","1","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-80.613729 38.642579000000005)","POINT (-79.670151 39.481983)"
"2020-06-21T00:00:00.000","515163","DAWN VIEW CENTER","PO BOX 686","FORT ASHBY","WV","26719","Y","Y","0","0","0","0","0","3","1","6","0","0","66","57","Y","Y","Y","N","0","1","0","1","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-80.613729 38.642579000000005)",
"2020-06-21T00:00:00.000","525114","SAUK CO HEALTH CARE CENTER","1051 CLARK ST","REEDSBURG","WI","53959","N",,"0","0","0","0","0","0","0","1","0","0","82","61",,,,,"0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0.0","0.0",,"POINT (-89.732969 44.639954)","POINT (-90.030984 43.531501000000006)"
"2020-05-24T00:00:00.000","525212","WISCONSIN RAPIDS HEALTH SERVICES","1350 RIVER RUN DR","WISCONSIN RAPIDS","WI","54494","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-89.732969 44.639954)","POINT (-89.81127 44.378277)"
"2020-06-07T00:00:00.000","525531","CHRISTIAN HOME AND REHAB CTR","452 FOX LAKE ROAD","WAUPUN","WI","53963","Y","Y","0","0","0","0","0","0","0","3","0","0","50","38","Y","Y","Y","N","0","1","0","1","0","0","Y","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-89.732969 44.639954)",
"2020-05-31T00:00:00.000","525598","SHEBOYGAN SENIOR COMMUNITY INC","3505 COUNTY ROAD Y","SHEBOYGAN","WI","53083","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-89.732969 44.639954)","POINT (-87.77988100000002 43.780947)"
"2020-06-21T00:00:00.000","525682","SARAH CHUDNOW CAMPUS","10995 N MARKET ST","MEQUON","WI","53092","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-89.732969 44.639954)","POINT (-87.929175 43.219687)"
"2020-06-21T00:00:00.000","535043","LARAMIE CARE CENTER","503 S 18TH ST","LARAMIE","WY","82070","Y","Y","0","0","0","0","0","0","0","0","0","0","76","60","Y","Y","N","N","0","0","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-107.55145000000002 42.999627)","POINT (-105.573416 41.308241)"
"2020-05-31T00:00:00.000","366323","WAYSIDE FARM INC","4557 QUICK RD","PENINSULA","OH","44264","Y","Y","0","0","0","0","0","0","0","0","0","0","95","93","Y","Y","Y","N","0","0","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",,,,,,"0.0","0.0",,"POINT (-82.70936 40.41553400000001)","POINT (-81.510865 41.195452)"
"2020-05-24T00:00:00.000","555083","ESKATON CARE CENTER MANZANITA","5318 MANZANITA  AVENUE","CARMICHAEL","CA","95608","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-119.662127 37.211164)","POINT (-121.327133 38.664473)"
"2020-06-07T00:00:00.000","555238","SAINT FRANCIS MED CTR DP","3630 IMPERIAL HWY.","LYNWOOD","CA","90262","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-119.662127 37.211164)",
"2020-06-21T00:00:00.000","555265","UNIVERSITY POST-ACUTE REHAB","2120 STOCKTON BLVD","SACRAMENTO","CA","95817","Y","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-119.662127 37.211164)","POINT (-121.46125800000002 38.558329)"
"2020-06-21T00:00:00.000","555387","CREEKSIDE CENTER","9107 N. DAVIS ROAD","STOCKTON","CA","95209","Y","Y","0","0","0","0","0","0","0","0","0","0","75","71","Y","Y","Y","Y","0","0","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-119.662127 37.211164)","POINT (-121.331806 38.032765)"
"2020-05-24T00:00:00.000","555494","CEDAR MOUNTAIN POST ACUTE","11970 4TH STREET","YUCAIPA","CA","92399","Y","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-119.662127 37.211164)","POINT (-117.05188900000002 34.036123)"
"2020-06-14T00:00:00.000","555773","YUCCA VALLEY NURSING","57333 JOSHUA LANE","YUCCA VALLEY","CA","92284","Y","Y","0","0","0","0","0","0","0","0","0","0","99","83","Y","N","Y","N","0","0","0","0","0","0","N","N","N","N","Y","Y","Y","N","Y","Y","Y","N","Y","Y","Y","N","N",,,,,"0.0","0.0",,"POINT (-119.662127 37.211164)","POINT (-116.41352199999999 34.097721)"
"2020-06-21T00:00:00.000","555851","BAY AREA HEALTHCARE CENTER","1833 10TH AVENUE","OAKLAND","CA","94606","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-119.662127 37.211164)","POINT (-122.245454 37.795096)"
"2020-05-31T00:00:00.000","555865","HUNTINGTON HEALTHCARE CENTER","4515 HUNTINGTON DRIVE SOUTH","LOS ANGELES","CA","90032","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-119.662127 37.211164)","POINT (-118.18818799999998 34.084027)"
"2020-05-24T00:00:00.000","555890","HILLCREST NURSING HOME","4280 CYPRESS DRIVE","SAN BERNARDINO","CA","92407","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-119.662127 37.211164)","POINT (-117.31039200000001 34.174864)"
"2020-05-24T00:00:00.000","555919","IMPERIAL MANOR","100 EAST 2ND STREET","IMPERIAL","CA","92251","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-119.662127 37.211164)","POINT (-115.569637 32.841266)"
"2020-05-31T00:00:00.000","675307","THE MANOR HEALTHCARE RESIDENCE","831 TEHUACANA HWY","MEXIA","TX","76667","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-99.317341 31.447238)","POINT (-96.4955 31.687617)"
"2020-06-21T00:00:00.000","675556","CYPRESS WOODS CARE CENTER","135 1/2 HOSPITAL DR","ANGLETON","TX","77515","Y","Y","0","0","0","0","0","0","0","0","0","0","105","76","Y","Y","Y","N","0","0","0","0","0","0","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-99.317341 31.447238)",
"2020-05-24T00:00:00.000","675767","REGENCY HOUSE","3745 SUMMER CREST DR","SAN ANGELO","TX","76901","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-99.317341 31.447238)","POINT (-100.517436 31.425770000000004)"
"2020-05-31T00:00:00.000","675797","WESTON INN NUSRING AND REHABILITATION","2505 S 37TH ST","TEMPLE","TX","76504","Y","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-99.317341 31.447238)","POINT (-97.370373 31.077314000000005)"
"2020-05-24T00:00:00.000","675868","HEREFORD NURSING & REHABILITATION","231 KINGWOOD ST","HEREFORD","TX","79045","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-99.317341 31.447238)","POINT (-102.423148 34.828074)"
"2020-05-24T00:00:00.000","675936","PONDEROSA NURSING AND REHABILITATION CENTER","12520 FM 1840","DE KALB","TX","75559","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-99.317341 31.447238)","POINT (-94.606275 33.502712)"
"2020-05-24T00:00:00.000","675940","HEMPHILL CARE CENTER","HWY 83 WEST","HEMPHILL","TX","75948","Y","Y","0","0","0","0","1","1","0","0","0","0","90","75","Y","N","Y","N","0","0","0","0","0","0","N","N","N","N","Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-99.317341 31.447238)",
"2020-05-31T00:00:00.000","676017","RANGER CARE CENTER","460 W MAIN ST","RANGER","TX","76470","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-99.317341 31.447238)","POINT (-98.685039 32.472398)"
"2020-05-24T00:00:00.000","676043","HOUSTON COUNTY NURSING HOME","100 N E LOOP 304","CROCKETT","TX","75835","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-99.317341 31.447238)","POINT (-95.466066 31.335913)"
"2020-05-31T00:00:00.000","676091","SAGECREST ALZHEIMERS CARE CENTER","438 HOUSTON-HARTE","SAN ANGELO","TX","76903","Y","Y","0","0","0","0","4","4","0","0","0","0","72","62","Y","N","Y","N","0","0","4","6","0","0","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-99.317341 31.447238)",
"2020-05-24T00:00:00.000","676100","SAN ANGELO NURSING AND REHAB","5455 KNICKERBOCKER RD","SAN ANGELO","TX","76904","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-99.317341 31.447238)","POINT (-100.481477 31.401739)"
"2020-05-31T00:00:00.000","676156","PRESTONWOOD REHABILITATION & NURSING CENTER INC","2460 MARSH LN","PLANO","TX","75093","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-99.317341 31.447238)","POINT (-96.850805 33.03421)"
"2020-06-21T00:00:00.000","676213","SENIOR CARE OF HEWITT","8836 MARS DR","HEWITT","TX","76643","Y","Y","0","0","0","0","0","0","0","0","0","0","140","94","Y","Y","Y","N","2","2","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-99.317341 31.447238)",
"2020-06-07T00:00:00.000","676261","KINGS MANOR METHODIST HOME","400 RANGER DR","HEREFORD","TX","79045","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-99.317341 31.447238)","POINT (-102.410135 34.83099700000001)"
"2020-06-21T00:00:00.000","676324","OAK MANOR NURSING HOME","1200 FERGUSON ST","NACOGDOCHES","TX","75961","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-99.317341 31.447238)","POINT (-94.65085 31.613332)"
"2020-05-24T00:00:00.000","676332","THE MEDICAL RESORT AT BAY AREA","4900 EAST SAM HOUSTON PARKWAY SOUTH","PASADENA","TX","77505","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-99.317341 31.447238)","POINT (-95.162985 29.638147000000004)"
"2020-05-24T00:00:00.000","676374","MIDLOTHIAN HEALTHCARE CENTER","900 GEORGE HOPPER ROAD","MIDLOTHIAN","TX","76065","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-99.317341 31.447238)","POINT (-96.983148 32.474713)"
"2020-05-24T00:00:00.000","676443","THE CENTER AT GRANDE","3219 EAST GRANDE BOULEVARD","TYLER","TX","75707","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-99.317341 31.447238)",
"2020-06-14T00:00:00.000","11A200","GRACEWOOD NSG FACILITY(UNIT 9)","100 MYRTLE BLVD., EAST CENTRAL REG HOSP","GRACEWOOD","GA","30812","Y","Y","0","0","0","0","0","0","0","0","0","0","56","21","Y","N","Y","N","0","0","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-83.426574 32.638481)","POINT (-82.027958 33.369592)"
"2020-06-21T00:00:00.000","045195","COMMUNITY COMPASSION CENTER OF WEST MEMPHIS","800 WEST BROADWAY","WEST MEMPHIS","AR","72301","Y","N","1","2","0","0","0","0","2","17","1","1","119","75","Y","Y","Y","Y","6","14","0","29","0","0","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",,,,,,"0.0","13.3",,"POINT (-92.439162 34.899825)","POINT (-90.201694 35.146041)"
"2020-06-14T00:00:00.000","075443","JOHN L. LEVITOW HEALTH CARE CENTER","287 WEST ST","ROCKY HILL","CT","06067","N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (-72.738288 41.575155)","POINT (-72.650091 41.653404)"
"2020-05-24T00:00:00.000","015212","SELF HEALTH CARE & REHAB CENTER INC","131 EAST CREST ROAD","HUEYTOWN","AL","35023","Y","Y","0","0","0","0","0","0","0","0","0","0","118","64","Y","N","Y","N","0","0","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-86.844516 32.756889)","POINT (-86.991687 33.458202)"
"2020-06-07T00:00:00.000","115677","PRUITTHEALTH - JASPER","1350 EAST CHURCH STREET","JASPER","GA","30143","Y","Y","0","0","0","0","0","0","0","9","0","0","60","51","Y","Y","Y","N","0","2","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-83.426574 32.638481)","POINT (-84.41121000000001 34.457903)"
"2020-06-07T00:00:00.000","015407","HEALTH CARE INC","P O BOX 130","ASHVILLE","AL","35953","Y","Y","0","0","0","0","0","0","0","0","0","0","53","49","Y","Y","N","N","0","0","0","0","0","0","N","N","N","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-86.844516 32.756889)",
"2020-06-21T00:00:00.000","015034","HUNTER CREEK HEALTH AND REHABILITATION, LLC","600 34TH ST","NORTHPORT","AL","35473","Y","Y","0","1","0","42","0","5","1","4","1","2","78","68","Y","N","Y","N","0","10","1","7","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",,,,,,"617.6","29.4","4.8","POINT (-86.844516 32.756889)","POINT (-87.620846 33.239209)"
"2020-06-14T00:00:00.000","105672","GULF COAST VILLAGE","1333 SANTA BARBARA BLVD","CAPE CORAL","FL","33991","Y","N","0","0","0","0","0","0","0","0","0","0","105","94","N","N","N","N","0","1","0","0","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-82.42097800000002 28.260731)","POINT (-81.974121 26.627315)"
"2020-06-14T00:00:00.000","145658","APERION CARE PLUM GROVE","24 SOUTH PLUM GROVE ROAD","PALATINE","IL","60067","Y","Y","1","1","1","35","1","8","1","5","1","3","67","47","Y","Y","Y","N","2","16","0","11","0","0","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"744.7","63.8","8.6","POINT (-89.148632 40.124144)","POINT (-88.04377 42.109716)"
"2020-05-31T00:00:00.000","145552","FAIRFIELD MEMORIAL HOSPITAL","NORTH WEST 11TH STREET","FAIRFIELD","IL","62837","Y","Y","0","0","0","0","0","0","0","0","0","0","30","22","Y","N","Y","N","0","0","0","17","0","0","N","N","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N",,,,,"0.0","0.0",,"POINT (-89.148632 40.124144)",
"2020-05-31T00:00:00.000","056162","EXTENDED CARE HOSPITAL OF RIVERSIDE","8171 MAGNOLIA AVENUE","RIVERSIDE","CA","92504","Y","Y","0","8","0","32","0","29","0","4","0","4","99","68","Y","N","Y","N","0","27","0","27","0","2","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",,,,,"470.6","58.8","12.5","POINT (-119.662127 37.211164)","POINT (-117.42192600000001 33.934441)"
